0,50,60.00
1,50,60.00
0,51,61.00
1,51,61.00
0,52,62.00
1,52,62.00
0,52,63.00
1,52,63.00
0,52,64.00
1,52,64.00
0,52,65.00
1,52,65.00
0,52,66.00
1,52,66.00
0,58,67.00
1,58,67.00
0,52,68.00
1,52,68.00
0,52,69.00
1,52,69.00
0,52,70.00
1,52,70.00
0,55,71.00
1,55,71.00
0,60,72.00
1,60,72.00
0,50,73.00
1,50,73.00
0,57,74.00
1,57,74.00

1,60,73.00
0,60,73.00
1,57,72.00
0,57,72.00
1,57,73.00
0,57,73.00
1,57,72.00
0,57,72.00
1,57,71.00
0,57,71.00
1,57,70.00
0,57,70.00
1,57,69.00
0,57,69.00
1,57,68.00
0,57,68.00
1,57,67.00
0,57,67.00
1,57,66.00
0,57,66.00
1,57,65.00
0,57,65.00
1,57,64.00
0,57,64.00
1,57,63.00
0,57,63.00
1,57,62.00
0,57,62.00
1,57,61.00
0,57,61.00
1,57,60.00
0,57,60.00
1,57,59.00
0,57,59.00
1,57,58.00
0,57,58.00
1,57,57.00
0,57,57.00
1,57,56.00
0,57,56.00
1,57,55.00
0,57,55.00
1,57,54.00
0,57,54.00
1,57,53.00
0,57,53.00
1,57,52.00
0,57,52.00
1,57,51.00
0,57,51.00
1,57,50.00
0,57,50.00
1,57,49.00
0,57,49.00
1,57,48.00
0,57,48.00
1,57,47.00
0,57,47.00
1,57,46.00
0,57,46.00
1,57,45.00
0,57,45.00
1,57,46.00
0,57,46.00
1,57,45.00
0,57,45.00
1,57,44.00
0,57,44.00
1,57,43.00
0,57,43.00
1,57,42.00
0,57,42.00
1,57,41.00
0,57,41.00
1,57,40.00
0,57,49.00
1,57,39.00
0,57,39.00
1,57,38.00
0,57,38.00
1,57,37.00
0,57,37.00
1,57,36.00
0,57,36.00
1,57,35.00
0,57,35.00
1,57,34.00
0,57,34.00
1,57,33.00
0,57,33.00
1,57,32.00
0,57,32.00
1,57,33.00
0,57,33.00
1,57,32.00
0,57,32.00
1,57,31.00
0,57,31.00

1,57,32.00
0,57,32.00
1,57,33.00
0,57,33.00
1,57,34.00
0,57,34.00
1,57,35.00
0,57,35.00
1,57,36.00
0,57,36.00
1,57,37.00
0,57,37.00
1,57,38.00
0,57,38.00
1,57,39.00
0,57,39.00
1,57,40.00
0,57,40.00
1,57,41.00
0,57,41.00
1,57,42.00
0,57,42.00
1,57,43.00
0,57,43.00
1,57,44.00
0,57,44.00
1,57,45.00
0,57,45.00
1,57,46.00
0,57,46.00
1,57,47.00
0,57,47.00
1,57,48.00
0,57,48.00
1,57,49.00
0,57,49.00
1,57,50.00
0,57,50.00
1,57,51.00
0,57,51.00
1,57,52.00
0,57,52.00
1,57,53.00
0,57,53.00
1,57,54.00
0,57,54.00
1,57,55.00
0,57,55.00
1,57,56.00
0,57,56.00
1,57,57.00
0,57,57.00
1,57,58.00
0,57,58.00
1,57,59.00
0,57,59.00
1,57,60.00
0,57,60.00
1,57,61.00
0,57,61.00

0,57,60.00
1,57,60.00
0,57,59.00
1,57,59.00
0,57,58.00
1,57,58.00
0,57,57.00
1,57,57.00
0,57,56.00
1,57,56.00
0,57,55.00
1,57,55.00
0,57,54.00
1,57,54.00
0,57,53.00
1,57,53.00
0,57,52.00
1,57,52.00
0,57,51.00
1,57,51.00
0,57,50.00
1,57,50.00
0,57,49.00
1,57,49.00
0,57,48.00
1,57,48.00
0,57,47.00
1,57,47.00
0,57,46.00
1,57,46.00

1,57,47.00
0,57,47.00
1,57,48.00
0,57,48.00
1,57,49.00
0,57,49.00
1,57,50.00
0,57,50.00
1,57,51.00
0,57,51.00
1,57,52.00
0,57,52.00
1,57,53.00
0,57,53.00
1,57,54.00
0,57,54.00
1,57,55.00
0,57,55.00
1,57,56.00
0,57,56.00
1,57,57.00
0,57,57.00
1,57,58.00
0,57,58.00
1,57,59.00
0,57,59.00
1,57,60.00
0,57,60.00
1,57,61.00
0,57,61.00
1,57,62.00
0,57,62.00
1,57,63.00
0,57,63.00
1,57,64.00
0,57,64.00
1,57,65.00
0,57,65.00
1,57,66.00
0,57,66.00
1,57,67.00
0,57,67.00
1,57,68.00
0,57,68.00
1,57,68.00
0,57,68.00
1,57,68.00
0,57,68.00
1,57,68.00
0,57,68.00
1,57,69.00
0,57,69.00
1,57,70.00
0,57,70.00
1,57,71.00
0,57,71.00
1,57,72.00
0,57,72.00
1,57,73.00
0,57,73.00
1,57,74.00
0,57,74.00
1,57,75.00
0,57,75.00
1,57,75.00
0,57,75.00
1,57,75.00
0,57,75.00
1,57,75.00
0,57,75.00
1,57,75.00
0,57,75.00
1,57,76.00
0,57,76.00
1,57,77.00
0,57,77.00
1,57,78.00
0,57,78.00
1,57,79.00
0,57,79.00
1,57,80.00
0,57,80.00
1,57,80.00
0,57,80.00
1,57,81.00
0,57,81.00
1,57,82.00
0,57,82.00
1,57,83.00
0,57,83.00
1,57,84.00
0,57,84.00
1,57,85.00
0,57,85.00
